Area_SqFt,Bedrooms,Bathrooms,Stories,House_Age_Years,Garage_Cars,Neighborhood,Furnishing,Has_Pool,Price
2151.3,3,3,1,34.0,3,Waterfront,Semi-Furnished,No,646608.31
1622.9,3,1,2,14.0,2,Highland,Unfurnished,No,414855.93
1967.9,3,2,1,31.0,2,Highland,Furnished,No,492876.12
2164.4,3,3,2,5.0,2,Suburbs,Semi-Furnished,No,555878.91
2160.7,1,2,1,44.0,0,Downtown,Semi-Furnished,No,410676.04
2211.0,5,2,1,20.0,1,Highland,Unfurnished,No,482322.05
2806.9,3,1,1,32.0,2,Suburbs,Semi-Furnished,No,519545.46
2226.8,3,3,1,31.0,2,Highland,Furnished,Yes,588695.01
1877.9,4,2,3,,1,Suburbs,Furnished,No,470534.22
2482.0,3,2,1,32.0,1,Oldtown,Furnished,No,518363.35
2594.7,3,2,1,27.0,1,Highland,Semi-Furnished,No,539104.74
1386.2,3,3,1,30.0,2,Highland,Semi-Furnished,No,461919.75
2298.7,3,3,1,20.0,2,Oldtown,Semi-Furnished,No,474508.68
2350.6,4,2,1,33.0,2,Highland,Furnished,No,574194.01
1851.2,5,2,1,14.0,1,Downtown,Semi-Furnished,No,506888.43
2687.9,2,2,2,13.0,2,Downtown,Semi-Furnished,No,570888.69
1925.0,2,4,2,18.0,2,Highland,Semi-Furnished,No,531967.16
2062.8,5,2,1,42.0,2,Suburbs,Unfurnished,No,421527.79
1913.5,4,4,1,14.0,1,Highland,Semi-Furnished,Yes,556114.37
2007.8,4,2,3,5.0,2,Downtown,Furnished,No,561618.91
1451.9,2,3,1,8.0,3,Suburbs,Unfurnished,No,399225.72
1280.0,3,3,1,36.0,0,Suburbs,Unfurnished,No,299198.28
2797.3,4,2,1,19.0,1,Oldtown,Unfurnished,No,521822.73
1576.5,3,4,1,33.0,2,Highland,Furnished,No,508527.02
1504.3,3,2,2,37.0,2,Oldtown,Semi-Furnished,No,408387.58
923.3,1,1,1,25.0,1,Oldtown,Unfurnished,No,196752.26
1680.5,3,2,2,17.0,1,Downtown,Semi-Furnished,No,444841.93
1338.5,3,3,1,27.0,1,Suburbs,Semi-Furnished,No,362772.19
2821.0,3,2,1,8.0,3,Waterfront,Semi-Furnished,No,680711.78
2504.9,5,2,2,31.0,2,Oldtown,Semi-Furnished,No,530485.54
1655.9,3,2,1,5.0,2,Suburbs,Semi-Furnished,No,429806.59
3126.2,4,2,2,13.0,2,Oldtown,Semi-Furnished,No,625806.05
2490.9,2,2,1,27.0,1,Downtown,Unfurnished,Yes,513246.98
1837.6,3,2,2,23.0,2,Suburbs,Unfurnished,No,468593.38
750.3,5,3,1,12.0,2,Highland,Semi-Furnished,No,370025.65
3145.5,2,2,2,42.0,1,Suburbs,Semi-Furnished,Yes,616405.39
1305.2,1,2,1,11.0,2,Downtown,Semi-Furnished,No,371213.06
1177.3,3,2,2,18.0,2,Suburbs,Unfurnished,No,359955.25
2511.3,2,1,1,20.0,2,Downtown,Unfurnished,No,489113.84
3219.9,4,3,2,26.0,1,Highland,Furnished,No,710826.2
2692.1,5,4,1,18.0,3,Oldtown,Semi-Furnished,No,608449.08
,3,2,3,23.0,3,Oldtown,Semi-Furnished,Yes,554813.07
2297.4,3,3,1,25.0,1,Highland,Furnished,No,563199.25
2426.7,3,3,1,44.0,0,Suburbs,Semi-Furnished,No,418950.46
2379.5,4,3,1,27.0,1,Suburbs,Furnished,No,532281.55
2140.6,1,1,1,45.0,3,Downtown,Semi-Furnished,No,416928.24
2052.1,3,4,1,17.0,2,Suburbs,Unfurnished,No,477646.34
1968.7,3,2,3,43.0,1,Downtown,Semi-Furnished,No,424682.82
1623.0,3,2,3,35.0,1,Waterfront,Semi-Furnished,No,528069.68
1859.7,2,1,1,41.0,1,Oldtown,Semi-Furnished,No,342930.14
1153.5,4,2,3,28.0,2,Suburbs,Semi-Furnished,No,381015.56
1950.8,2,1,2,16.0,2,Highland,Semi-Furnished,No,470785.67
1505.7,2,2,1,3.0,3,Downtown,Unfurnished,No,408762.48
1448.2,4,2,2,43.0,2,Highland,Unfurnished,No,408779.99
,4,3,2,44.0,2,Highland,Unfurnished,Yes,558034.99
2696.0,1,3,3,28.0,1,Suburbs,Unfurnished,No,527518.9
2459.2,2,2,1,3.0,0,Downtown,Semi-Furnished,No,509300.59
1214.7,2,3,2,9.0,2,Oldtown,Semi-Furnished,No,344823.65
1505.2,3,3,1,24.0,1,Highland,Unfurnished,No,431701.71
2470.4,2,3,1,30.0,1,Oldtown,Furnished,No,452308.87
1508.8,2,1,1,2.0,3,Waterfront,Furnished,No,533439.09
1887.7,3,2,3,46.0,2,Oldtown,Semi-Furnished,No,428989.24
2275.0,4,4,2,1.0,1,Downtown,Semi-Furnished,Yes,667089.62
1515.8,3,2,2,24.0,1,Downtown,Semi-Furnished,Yes,439237.51
2052.7,3,2,2,48.0,1,Suburbs,Unfurnished,No,431243.53
1333.0,2,2,1,5.0,3,Downtown,Furnished,No,418773.64
1699.3,5,2,1,25.0,1,Suburbs,Unfurnished,Yes,451565.14
2159.9,4,2,1,7.0,1,Highland,Furnished,No,494836.89
1203.5,4,1,1,34.0,2,Highland,Semi-Furnished,No,397696.95
2220.2,4,2,2,26.0,1,Suburbs,Semi-Furnished,No,531400.32
1990.2,5,3,2,24.0,1,Oldtown,Semi-Furnished,No,470566.18
2276.2,3,3,1,17.0,1,Downtown,Semi-Furnished,No,525815.16
2112.0,2,1,1,0.0,1,Suburbs,Unfurnished,Yes,469530.8
2682.1,3,4,1,47.0,1,Highland,Semi-Furnished,Yes,576692.05
2062.6,4,2,1,38.0,0,Waterfront,Semi-Furnished,No,496185.8
1785.3,4,2,3,2.0,2,Suburbs,Semi-Furnished,No,484560.42
2061.1,3,3,2,3.0,1,Downtown,Unfurnished,No,576914.44
,2,3,2,40.0,2,Highland,Semi-Furnished,No,560742.94
2024.4,3,4,1,36.0,2,Downtown,Furnished,No,531304.53
2020.3,5,2,1,14.0,2,Downtown,Semi-Furnished,No,542111.52
1649.0,3,3,1,7.0,1,Highland,Semi-Furnished,No,479761.74
1668.5,3,1,2,37.0,1,Suburbs,Furnished,No,403651.88
1298.7,3,3,2,49.0,2,Suburbs,Semi-Furnished,Yes,395705.83
,3,3,1,18.0,2,Suburbs,Semi-Furnished,Yes,664709.01
1378.1,4,2,2,46.0,2,Oldtown,Furnished,No,370974.7
1653.5,3,2,1,25.0,0,Oldtown,Furnished,No,353526.39
1640.8,4,3,2,38.0,3,Suburbs,Unfurnished,No,473051.24
2447.5,3,1,3,9.0,0,Suburbs,Unfurnished,No,485539.48
1852.5,3,1,2,37.0,1,Suburbs,Semi-Furnished,Yes,431481.94
2623.9,2,3,2,13.0,2,Suburbs,Unfurnished,No,575254.53
1663.3,4,2,1,48.0,0,Suburbs,Furnished,No,345964.18
2139.5,3,3,1,40.0,2,Highland,Unfurnished,No,546848.49
1582.3,3,2,1,18.0,2,Suburbs,Semi-Furnished,No,397762.8
3072.6,3,1,1,29.0,2,Suburbs,Unfurnished,No,533698.67
1406.2,5,3,2,4.0,2,Downtown,Semi-Furnished,No,550439.76
2154.9,2,2,2,30.0,2,Suburbs,Furnished,No,469853.24
2316.9,4,1,1,6.0,2,Suburbs,Semi-Furnished,No,528402.68
2206.9,3,3,2,18.0,0,Suburbs,Furnished,No,498869.9
1907.4,3,2,1,30.0,2,Highland,Unfurnished,No,438836.88
1935.1,1,2,1,38.0,1,Highland,Unfurnished,Yes,432017.28
2021.9,3,2,1,23.0,1,Suburbs,Furnished,No,469185.69
1926.5,3,3,1,33.0,1,Highland,Furnished,No,521936.54
2481.9,2,3,1,22.0,2,Suburbs,Furnished,No,549072.9
3105.3,3,3,1,47.0,2,Downtown,Furnished,No,588282.79
1721.3,5,1,1,44.0,3,Highland,Semi-Furnished,No,478638.78
,2,3,3,39.0,1,Suburbs,Unfurnished,No,358458.53
1955.9,4,2,1,5.0,3,Highland,Furnished,No,540141.01
3289.9,3,2,1,37.0,2,Highland,Semi-Furnished,No,641042.4
1598.2,3,2,1,40.0,2,Oldtown,Semi-Furnished,No,399125.51
2819.6,3,3,2,35.0,2,Oldtown,Semi-Furnished,No,566514.98
2838.9,2,3,1,26.0,1,Downtown,Unfurnished,Yes,612545.37
1723.2,2,1,2,10.0,2,Oldtown,Furnished,No,431344.61
2284.5,2,2,2,4.0,2,Highland,Unfurnished,No,551221.59
2814.2,2,3,2,16.0,3,Highland,Furnished,Yes,702866.62
1810.4,3,1,2,6.0,2,Downtown,Semi-Furnished,No,490519.75
1898.2,4,4,1,26.0,2,Oldtown,Semi-Furnished,No,511439.65
1709.2,4,2,1,46.0,2,Downtown,Semi-Furnished,No,451715.84
1492.6,3,2,1,14.0,1,Waterfront,Unfurnished,Yes,499469.93
1675.4,2,2,2,45.0,1,Downtown,Semi-Furnished,No,419670.34
1388.0,3,2,1,12.0,2,Highland,Semi-Furnished,Yes,483821.45
2017.0,3,4,1,10.0,2,Suburbs,Semi-Furnished,No,497736.87
1615.0,2,2,3,44.0,1,Downtown,Unfurnished,No,382464.3
,3,3,1,25.0,2,Downtown,Unfurnished,No,487766.93
1222.1,3,2,2,21.0,2,Suburbs,Unfurnished,No,316748.84
2165.4,3,1,2,27.0,3,Downtown,Semi-Furnished,No,534538.14
2416.8,3,1,1,23.0,2,Suburbs,Unfurnished,No,541941.41
1003.1,4,2,1,28.0,2,Highland,Furnished,No,433984.56
2187.0,4,4,1,8.0,3,Waterfront,Semi-Furnished,No,685914.88
2613.8,3,2,2,41.0,2,Highland,Furnished,No,571564.67
1395.2,5,2,2,3.0,2,Downtown,Furnished,No,475694.45
2836.3,5,2,2,48.0,1,Suburbs,Unfurnished,No,539520.48
2209.5,3,2,3,45.0,1,Suburbs,Furnished,No,511348.8
1647.5,3,2,2,17.0,2,Oldtown,Semi-Furnished,No,405434.73
1972.1,3,3,1,42.0,2,Oldtown,Furnished,Yes,562360.36
2279.2,5,2,1,15.0,2,Suburbs,Furnished,No,512899.79
2038.0,4,2,2,32.0,2,Downtown,Unfurnished,No,496772.78
2269.4,2,1,1,28.0,1,Oldtown,Semi-Furnished,No,405482.72
1539.7,3,4,1,38.0,3,Oldtown,Semi-Furnished,No,438325.24
2084.7,3,2,2,9.0,2,Oldtown,Semi-Furnished,No,470140.28
1293.1,3,1,1,8.0,2,Waterfront,Unfurnished,No,449638.79
1944.4,2,2,3,30.0,2,Suburbs,Unfurnished,Yes,474082.16
1548.0,4,2,2,27.0,2,Downtown,Semi-Furnished,No,485562.78
1632.2,3,2,1,2.0,3,Suburbs,Semi-Furnished,No,497987.56
2618.0,4,2,3,13.0,2,Suburbs,Furnished,No,601852.01
2545.7,4,3,1,24.0,1,Suburbs,Furnished,No,515554.34
2304.6,4,1,1,14.0,2,Suburbs,Semi-Furnished,No,499689.47
1453.8,3,3,1,1.0,2,Suburbs,Unfurnished,No,432301.09
1841.8,3,2,1,23.0,2,Suburbs,Unfurnished,No,423045.8
2606.5,2,2,1,13.0,1,Suburbs,Semi-Furnished,No,515509.68
2070.9,3,2,1,47.0,3,Downtown,Furnished,No,535641.21
3159.7,2,2,1,6.0,2,Suburbs,Semi-Furnished,No,619784.08
2196.7,3,3,1,35.0,3,Waterfront,Semi-Furnished,No,623884.95
2096.0,2,2,2,49.0,0,Waterfront,Furnished,No,532570.84
1845.4,2,2,2,23.0,2,Suburbs,Furnished,No,465139.91
2066.8,2,2,1,26.0,3,Suburbs,Unfurnished,No,427176.43
1923.8,1,4,1,36.0,3,Downtown,Unfurnished,No,517913.22
2354.1,4,2,1,37.0,0,Highland,Semi-Furnished,No,493651.11
2478.4,4,4,1,29.0,1,Suburbs,Semi-Furnished,Yes,563953.66
1607.0,3,2,2,26.0,2,Suburbs,Furnished,No,413441.16
1334.4,2,1,2,38.0,0,Oldtown,Unfurnished,No,237581.04
1081.9,2,2,1,14.0,0,Suburbs,Unfurnished,No,250210.04
2254.0,1,2,1,25.0,1,Downtown,Furnished,No,492201.59
1448.3,2,2,1,0.0,2,Downtown,Semi-Furnished,No,421420.21
923.6,4,1,2,3.0,2,Suburbs,Furnished,No,396626.68
2194.3,2,4,1,28.0,0,Suburbs,Semi-Furnished,No,491951.56
3246.5,3,3,3,0.0,1,Oldtown,Semi-Furnished,No,678349.52
1997.0,2,3,2,42.0,2,Suburbs,Unfurnished,No,460086.33
2419.2,2,1,1,49.0,2,Highland,Unfurnished,No,465697.67
2040.9,3,1,2,45.0,1,Suburbs,Semi-Furnished,No,399150.68
1950.6,3,1,3,21.0,1,Suburbs,Semi-Furnished,Yes,476775.47
2459.5,2,3,2,10.0,3,Suburbs,Unfurnished,No,574753.68
1854.9,2,4,1,9.0,3,Suburbs,Furnished,No,506750.64
2133.7,3,2,1,16.0,3,Suburbs,Unfurnished,No,484496.42
2160.8,2,1,2,35.0,2,Suburbs,Semi-Furnished,Yes,458730.81
1666.0,2,2,2,46.0,1,Oldtown,Unfurnished,Yes,407039.12
2496.0,5,2,2,25.0,2,Suburbs,Furnished,No,597448.97
1912.5,3,2,2,47.0,2,Downtown,Unfurnished,No,496538.78
1622.1,3,2,2,20.0,2,Downtown,Furnished,No,456712.76
2268.3,3,3,3,12.0,1,Downtown,Unfurnished,No,532528.75
1550.8,3,1,1,8.0,2,Suburbs,Semi-Furnished,Yes,434929.45
2014.1,3,1,2,10.0,2,Downtown,Semi-Furnished,No,471554.41
1995.4,3,4,2,10.0,0,Downtown,Unfurnished,No,516893.36
2542.9,4,2,2,5.0,2,Suburbs,Unfurnished,No,557879.91
2237.3,2,1,2,0.0,0,Highland,Furnished,No,492268.63
1987.5,3,1,1,5.0,1,Downtown,Furnished,No,499688.5
2408.9,3,1,2,12.0,0,Suburbs,Unfurnished,No,404426.27
2695.1,4,2,2,21.0,1,Highland,Unfurnished,No,589765.28
2278.9,3,3,1,30.0,0,Oldtown,Unfurnished,Yes,456690.31
2005.2,3,2,1,21.0,3,Highland,Unfurnished,No,524840.07
1344.1,2,2,1,36.0,2,Downtown,Furnished,No,416496.22
1467.4,3,2,1,46.0,2,Highland,Semi-Furnished,No,345984.42
1847.4,2,2,1,26.0,1,Highland,Semi-Furnished,No,430195.96
1695.2,3,3,1,49.0,2,Downtown,Furnished,No,458084.06
1906.5,2,3,2,13.0,2,Oldtown,Semi-Furnished,No,409235.83
2028.3,3,1,2,46.0,2,Suburbs,Semi-Furnished,No,428892.77
2264.8,2,3,2,4.0,2,Oldtown,Semi-Furnished,No,508780.24
1964.8,3,2,2,35.0,3,Highland,Semi-Furnished,No,485626.89
2243.3,4,4,1,31.0,2,Highland,Semi-Furnished,No,562727.87
2032.2,2,2,1,33.0,2,Highland,Unfurnished,No,435685.62
1012.3,3,4,2,6.0,1,Suburbs,Unfurnished,Yes,413000.57
1530.3,3,3,1,41.0,2,Suburbs,Unfurnished,No,391067.96
1928.0,1,2,3,47.0,2,Oldtown,Unfurnished,No,417485.91
1395.2,4,2,2,9.0,2,Highland,Semi-Furnished,No,469672.42
2300.0,2,4,2,49.0,2,Oldtown,Semi-Furnished,No,524764.68
2765.4,3,3,3,16.0,2,Oldtown,Semi-Furnished,No,574496.11
2609.4,3,1,1,29.0,2,Oldtown,Unfurnished,No,469147.94
1893.3,3,3,1,20.0,0,Highland,Semi-Furnished,No,518858.72
2745.4,3,2,2,12.0,0,Suburbs,Unfurnished,No,476279.45
2074.3,3,1,1,0.0,1,Downtown,Semi-Furnished,Yes,468201.1
1831.5,1,2,3,0.0,3,Highland,Furnished,No,581774.13
1693.3,4,2,1,46.0,2,Suburbs,Unfurnished,No,395508.97
1848.8,3,3,2,32.0,2,Suburbs,Furnished,No,473414.32
1805.9,4,2,2,37.0,2,Downtown,Furnished,No,464067.55
2085.2,4,3,2,24.0,2,Oldtown,Unfurnished,Yes,530525.26
2080.3,4,1,1,25.0,3,Oldtown,Unfurnished,No,446973.92
2001.5,3,2,1,12.0,2,Highland,Furnished,No,531245.94
2218.5,3,2,2,27.0,2,Suburbs,Unfurnished,No,450330.1
2595.3,4,2,1,32.0,2,Highland,Furnished,No,581615.05
2474.8,3,1,2,36.0,1,Highland,Semi-Furnished,No,492571.17
1257.6,2,1,2,40.0,2,Suburbs,Unfurnished,No,324067.22
723.0,4,2,2,29.0,2,Suburbs,Unfurnished,Yes,324953.5
2467.2,4,2,2,48.0,1,Suburbs,Semi-Furnished,No,493359.89
1316.6,3,2,1,47.0,2,Highland,Semi-Furnished,No,449442.94
1887.6,2,2,2,7.0,2,Highland,Semi-Furnished,No,474395.81
1414.9,3,3,2,48.0,3,Suburbs,Furnished,No,420511.64
1099.0,4,4,1,46.0,1,Oldtown,Furnished,No,364334.61
2270.7,5,2,3,0.0,2,Downtown,Unfurnished,No,516931.4
2379.6,2,2,1,11.0,2,Suburbs,Furnished,No,483678.62
1711.7,2,1,1,4.0,1,Suburbs,Furnished,No,408376.69
704.5,4,4,1,23.0,2,Downtown,Furnished,No,404545.71
1726.9,3,1,3,5.0,1,Suburbs,Semi-Furnished,Yes,498593.01
2195.9,3,2,1,24.0,1,Suburbs,Furnished,No,468755.12
1260.5,5,2,2,0.0,1,Suburbs,Semi-Furnished,No,411111.7
2091.7,2,2,2,24.0,1,Suburbs,Semi-Furnished,No,427629.83
1992.3,3,1,1,0.0,2,Highland,Furnished,No,507510.28
2289.6,2,3,1,31.0,0,Suburbs,Unfurnished,No,400267.79
2059.8,3,1,2,41.0,2,Downtown,Unfurnished,No,439288.17
1513.5,4,2,1,41.0,2,Waterfront,Furnished,No,485134.44
2598.3,3,1,2,2.0,2,Downtown,Unfurnished,No,524125.15
1920.7,5,1,1,48.0,3,Waterfront,Furnished,No,545901.79
1986.3,3,4,1,18.0,2,Oldtown,Semi-Furnished,No,505040.55
1533.4,3,1,2,42.0,2,Suburbs,Unfurnished,No,357160.31
1778.4,2,3,1,28.0,1,Oldtown,Semi-Furnished,Yes,451493.23
1557.6,3,2,1,49.0,2,Waterfront,Furnished,No,467030.93
1913.5,3,1,1,1.0,2,Oldtown,Semi-Furnished,Yes,470093.33
2855.9,2,4,1,8.0,1,Highland,Furnished,Yes,730647.31
1314.0,3,2,2,16.0,1,Downtown,Furnished,No,456423.8
1193.2,3,3,2,45.0,1,Oldtown,Semi-Furnished,No,305320.39
2735.6,4,1,1,35.0,2,Downtown,Unfurnished,Yes,543060.12
1895.3,3,3,2,16.0,2,Downtown,Furnished,No,580677.34
1665.5,4,1,2,48.0,2,Suburbs,Semi-Furnished,No,403544.4
2520.0,1,2,1,11.0,1,Suburbs,Unfurnished,No,459426.03
1697.2,2,3,1,19.0,2,Suburbs,Furnished,No,445302.78
2913.0,3,4,3,49.0,1,Highland,Furnished,No,662447.08
2339.0,3,4,2,2.0,1,Oldtown,Semi-Furnished,No,557275.39
1756.0,1,3,2,42.0,2,Downtown,Semi-Furnished,No,426996.29
3078.7,4,3,2,49.0,0,Oldtown,Semi-Furnished,No,547558.48
1697.1,4,1,1,3.0,0,Oldtown,Semi-Furnished,No,358851.58
2371.0,3,2,2,16.0,1,Downtown,Furnished,No,552544.24
2149.6,2,2,2,49.0,2,Suburbs,Furnished,Yes,485718.37
2650.9,4,2,2,36.0,3,Waterfront,Semi-Furnished,No,640210.81
2780.8,3,2,1,45.0,2,Highland,Furnished,No,618575.07
2016.0,4,2,1,41.0,2,Waterfront,Furnished,Yes,607980.86
1623.3,4,1,1,14.0,0,Highland,Unfurnished,No,433421.29
2230.0,4,2,3,32.0,2,Suburbs,Unfurnished,No,458891.26
1661.1,3,1,1,15.0,2,Downtown,Furnished,Yes,447100.25
3006.7,2,2,1,10.0,1,Highland,Unfurnished,Yes,630473.1
2068.3,3,2,1,19.0,1,Downtown,Unfurnished,No,453673.81
1817.3,3,3,1,37.0,1,Highland,Unfurnished,No,414738.46
2092.3,4,3,2,23.0,2,Waterfront,Semi-Furnished,Yes,691893.2
1326.4,2,2,2,15.0,1,Highland,Unfurnished,No,367425.09
1514.2,2,1,2,29.0,2,Oldtown,Semi-Furnished,No,381866.93
2600.2,4,2,1,33.0,1,Suburbs,Furnished,No,525663.96
1671.6,4,1,2,0.0,1,Highland,Semi-Furnished,No,441838.08
1476.5,5,2,1,23.0,2,Highland,Semi-Furnished,No,444866.88
2268.3,4,2,1,23.0,2,Oldtown,Unfurnished,No,505902.99
2592.9,3,1,1,8.0,0,Highland,Semi-Furnished,No,507098.57
2359.5,3,2,1,21.0,1,Downtown,Semi-Furnished,No,527245.72
2498.0,4,4,1,11.0,1,Oldtown,Semi-Furnished,No,591573.86
1621.6,3,4,2,16.0,1,Highland,Unfurnished,No,486381.71
1289.1,3,2,2,24.0,1,Downtown,Semi-Furnished,No,383311.54
2750.7,2,1,2,27.0,3,Highland,Furnished,Yes,629555.82
1838.7,3,1,1,14.0,2,Oldtown,Semi-Furnished,No,414641.65
,4,2,1,29.0,2,Highland,Semi-Furnished,No,524798.27
2664.1,3,4,1,26.0,1,Suburbs,Semi-Furnished,No,527815.74
2278.1,2,1,3,21.0,1,Waterfront,Semi-Furnished,No,569652.61
2227.9,3,3,2,9.0,0,Waterfront,Furnished,Yes,661950.25
3082.5,2,1,2,30.0,2,Suburbs,Unfurnished,No,493795.46
1678.2,2,4,1,26.0,2,Downtown,Semi-Furnished,No,450002.26
2463.9,3,2,2,11.0,1,Suburbs,Furnished,No,523406.88
2028.5,5,3,1,45.0,2,Highland,Furnished,No,565521.53
2134.3,3,2,2,30.0,2,Waterfront,Unfurnished,No,588589.31
2764.2,2,2,3,31.0,1,Suburbs,Unfurnished,No,473623.65
2253.9,2,1,3,31.0,1,Suburbs,Semi-Furnished,Yes,505250.2
2269.1,3,1,2,40.0,2,Downtown,Furnished,No,517045.96
2536.3,3,4,1,44.0,2,Highland,Semi-Furnished,No,598010.11
1817.5,4,4,3,34.0,1,Downtown,Semi-Furnished,No,527121.49
1580.4,3,3,2,45.0,1,Downtown,Unfurnished,No,432408.42
1477.6,4,2,1,20.0,2,Downtown,Semi-Furnished,No,464599.47
1016.8,3,3,1,9.0,1,Highland,Semi-Furnished,No,355371.96
3028.1,3,1,1,15.0,2,Suburbs,Furnished,No,581154.32
,3,2,1,6.0,2,Suburbs,Semi-Furnished,No,402245.28
1889.4,5,2,1,3.0,0,Oldtown,Furnished,No,441806.11
1861.6,3,2,2,26.0,0,Downtown,Semi-Furnished,No,421828.5
2153.7,3,2,1,24.0,2,Suburbs,Semi-Furnished,No,476313.99
2407.9,3,1,1,30.0,1,Oldtown,Furnished,No,420529.01
2430.2,2,2,2,10.0,0,Suburbs,Unfurnished,No,482393.96
1708.5,3,3,2,47.0,2,Highland,Semi-Furnished,No,464387.3
1916.4,2,2,2,19.0,1,Downtown,Furnished,No,497038.86
2141.3,3,1,1,,2,Waterfront,Semi-Furnished,No,516456.52
1875.7,3,1,3,16.0,1,Suburbs,Unfurnished,No,405025.69
2803.7,3,2,3,44.0,2,Waterfront,Semi-Furnished,No,638004.15
2245.5,4,2,1,10.0,1,Suburbs,Semi-Furnished,No,477099.63
2367.4,4,2,1,29.0,3,Suburbs,Furnished,Yes,568256.92
2331.4,4,2,2,34.0,2,Waterfront,Unfurnished,No,609841.56
2586.7,2,2,2,40.0,1,Oldtown,Furnished,No,516586.11
,2,2,3,37.0,2,Downtown,Unfurnished,No,489158.0
1351.6,3,3,2,21.0,1,Waterfront,Unfurnished,No,483054.52
2199.8,3,2,2,42.0,2,Suburbs,Unfurnished,No,470753.46
1674.3,3,2,2,47.0,2,Highland,Furnished,No,463608.1
1735.7,1,3,1,26.0,2,Suburbs,Unfurnished,No,399797.33
2293.2,3,1,1,36.0,0,Highland,Furnished,No,457315.87
2619.1,1,1,1,45.0,2,Suburbs,Semi-Furnished,No,468211.77
2010.6,4,3,2,48.0,0,Suburbs,Furnished,No,395528.01
2154.4,2,2,2,34.0,2,Downtown,Furnished,No,454408.78
2851.1,3,2,2,3.0,2,Downtown,Semi-Furnished,Yes,689213.51
2120.4,1,1,1,15.0,1,Oldtown,Furnished,Yes,441532.01
3300.8,3,2,2,15.0,1,Oldtown,Semi-Furnished,No,624031.83
2282.8,3,2,1,20.0,2,Waterfront,Furnished,Yes,636728.61
1119.6,4,1,1,25.0,2,Suburbs,Unfurnished,No,363210.34
2376.7,4,2,2,35.0,1,Suburbs,Unfurnished,No,477787.53
2190.6,3,2,2,18.0,1,Highland,Semi-Furnished,No,530504.29
2644.9,5,2,3,16.0,2,Oldtown,Semi-Furnished,No,580006.51
2336.6,5,1,1,44.0,0,Suburbs,Semi-Furnished,No,408162.59
1930.8,4,1,1,25.0,0,Waterfront,Semi-Furnished,Yes,486169.43
1387.9,4,2,1,21.0,1,Oldtown,Semi-Furnished,No,380984.71
1895.5,2,1,1,27.0,1,Oldtown,Semi-Furnished,No,369944.04
1574.7,3,4,2,0.0,2,Downtown,Unfurnished,No,511311.09
1709.7,2,1,2,43.0,3,Downtown,Furnished,No,412103.2
2294.3,2,2,2,35.0,2,Suburbs,Furnished,No,533701.35
2835.0,5,1,1,42.0,0,Suburbs,Furnished,No,515441.09
2197.3,3,2,2,36.0,2,Downtown,Semi-Furnished,No,523052.51
1402.1,4,4,1,1.0,2,Suburbs,Semi-Furnished,Yes,513972.34
2222.3,4,1,2,16.0,1,Waterfront,Furnished,Yes,608240.62
2598.3,4,4,1,39.0,3,Suburbs,Furnished,No,638808.8
1695.1,5,2,1,37.0,2,Suburbs,Furnished,No,462282.24
1933.0,2,3,2,20.0,3,Highland,Semi-Furnished,No,535423.72
2007.3,1,2,3,8.0,2,Highland,Semi-Furnished,No,530123.05
1607.6,3,3,1,12.0,2,Waterfront,Furnished,No,585944.69
2324.1,2,2,1,10.0,1,Downtown,Unfurnished,No,498401.98
,1,2,2,15.0,2,Highland,Semi-Furnished,No,441959.96
2209.8,3,1,1,15.0,1,Highland,Furnished,No,464916.9
1556.3,4,1,1,1.0,2,Downtown,Semi-Furnished,No,460871.7
1781.3,3,4,1,41.0,2,Waterfront,Semi-Furnished,Yes,579149.5
2361.2,3,2,1,43.0,2,Suburbs,Semi-Furnished,No,447527.57
1813.6,3,2,3,7.0,2,Suburbs,Furnished,Yes,556532.62
2863.5,2,3,2,42.0,2,Suburbs,Semi-Furnished,No,536244.23
1800.2,1,2,2,41.0,1,Suburbs,Furnished,No,382843.3
2112.3,4,4,3,12.0,2,Suburbs,Semi-Furnished,No,603387.83
2466.3,3,3,1,16.0,2,Waterfront,Semi-Furnished,No,605901.9
1290.8,4,2,1,38.0,2,Downtown,Semi-Furnished,No,357091.46
1119.6,1,3,1,23.0,2,Oldtown,Semi-Furnished,No,288476.56
1237.2,4,1,1,,1,Highland,Semi-Furnished,No,374531.5
2631.3,3,2,1,29.0,0,Downtown,Semi-Furnished,No,506022.93
1724.1,3,2,3,12.0,3,Downtown,Unfurnished,Yes,527018.81
3279.1,3,2,2,18.0,2,Highland,Unfurnished,No,694475.68
1717.9,4,3,1,6.0,1,Highland,Unfurnished,No,495327.89
2092.3,3,4,2,8.0,2,Downtown,Furnished,No,596002.63
2771.1,3,2,2,18.0,3,Downtown,Unfurnished,No,634611.82
3003.0,5,2,3,44.0,1,Waterfront,Unfurnished,Yes,685295.4
3030.8,4,4,2,39.0,2,Downtown,Unfurnished,No,673554.5
2604.2,3,2,2,21.0,3,Oldtown,Semi-Furnished,No,548395.51
,4,2,2,17.0,3,Highland,Unfurnished,No,591660.69
2296.3,3,2,2,22.0,3,Suburbs,Semi-Furnished,No,546428.4
